point_id	key_config	dups	hit_rate	build_rows	threads	status	candidate_result	baseline_result	seconds
1e5_64B_8xu64_skew_h0.05_t32	64B_8xu64	skew	0.05	100000	32	PASS	80000\t13515595462813131337\t10284271189482019457\n	80000\t13515595462813131337\t10284271189482019457\n	0.33
1e5_edge_one_row_build_t1	8B_u64	edge:one_row_build	0.50	1	1	PASS	100000\t8506366701515610851\t12860150719660868039\n	100000\t8506366701515610851\t12860150719660868039\n	0.18
1e5_edge_all_miss_t1	8B_u64	edge:all_miss	0.00	100000	1	PASS	0\t0\t0\n	0\t0\t0\n	0.19
1e5_edge_with_totals_t1	8B_u64	edge:with_totals	0.50	100000	1	PASS	0\t10000\t7063281186740073761\t8956379130259378305\n1\t10000\t14520089065110073779\t9962266288704684907\n2\t10000\t2874180234806236110\t14716040866661474684\n3\t10000\t8866807307851340920\t17817572335170470774\n4\t10000\t764797573258238772\t8207676855411295392\n5\t10000\t7339866616883624117\t2538491306181042559\n6\t10000\t9192184093837948008\t5767930399134342210\n7\t10000\t1169692500699973181\t16729037440101177139\n8\t10000\t10360936197883861535\t7923033867321878557\n9\t10000\t3555850575421083015\t9979231514273228741\n\n0\t100000\t10367453131363798350\t13835507714465697942\n	0\t10000\t7063281186740073761\t8956379130259378305\n1\t10000\t14520089065110073779\t9962266288704684907\n2\t10000\t2874180234806236110\t14716040866661474684\n3\t10000\t8866807307851340920\t17817572335170470774\n4\t10000\t764797573258238772\t8207676855411295392\n5\t10000\t7339866616883624117\t2538491306181042559\n6\t10000\t9192184093837948008\t5767930399134342210\n7\t10000\t1169692500699973181\t16729037440101177139\n8\t10000\t10360936197883861535\t7923033867321878557\n9\t10000\t3555850575421083015\t9979231514273228741\n\n0\t100000\t10367453131363798350\t13835507714465697942\n	0.24
1e5_edge_extremes_t1	8B_u64	edge:extremes	0.50	100000	1	PASS	179827500996150\n272347838682775\n356877579317028\n682879787119169\n763417411847959\n1045806779771952\n1099656918861111\n1285920705054466\n1313045062101558\n2256780431601606\n\n179827500996150\n2256780431601606\n	179827500996150\n272347838682775\n356877579317028\n682879787119169\n763417411847959\n1045806779771952\n1099656918861111\n1285920705054466\n1313045062101558\n2256780431601606\n\n179827500996150\n2256780431601606\n	0.23
1e5_edge_empty_build_t32	8B_u64	edge:empty_build	0.00	0	32	PASS	0\t0\t0\n	0\t0\t0\n	0.22
1e5_edge_empty_probe_t32	8B_u64	edge:empty_probe	1.00	100000	32	PASS	0\t0\t0\n	0\t0\t0\n	0.22
1e5_edge_all_miss_t32	8B_u64	edge:all_miss	0.00	100000	32	PASS	0\t0\t0\n	0\t0\t0\n	0.25
1e5_edge_one_row_build_t32	8B_u64	edge:one_row_build	0.50	1	32	PASS	100000\t8506366701515610851\t12860150719660868039\n	100000\t8506366701515610851\t12860150719660868039\n	0.20
1e5_edge_with_totals_t32	8B_u64	edge:with_totals	0.50	100000	32	PASS	0\t10000\t7063281186740073761\t8956379130259378305\n1\t10000\t14520089065110073779\t9962266288704684907\n2\t10000\t2874180234806236110\t14716040866661474684\n3\t10000\t8866807307851340920\t17817572335170470774\n4\t10000\t764797573258238772\t8207676855411295392\n5\t10000\t7339866616883624117\t2538491306181042559\n6\t10000\t9192184093837948008\t5767930399134342210\n7\t10000\t1169692500699973181\t16729037440101177139\n8\t10000\t10360936197883861535\t7923033867321878557\n9\t10000\t3555850575421083015\t9979231514273228741\n\n0\t100000\t10367453131363798350\t13835507714465697942\n	0\t10000\t7063281186740073761\t8956379130259378305\n1\t10000\t14520089065110073779\t9962266288704684907\n2\t10000\t2874180234806236110\t14716040866661474684\n3\t10000\t8866807307851340920\t17817572335170470774\n4\t10000\t764797573258238772\t8207676855411295392\n5\t10000\t7339866616883624117\t2538491306181042559\n6\t10000\t9192184093837948008\t5767930399134342210\n7\t10000\t1169692500699973181\t16729037440101177139\n8\t10000\t10360936197883861535\t7923033867321878557\n9\t10000\t3555850575421083015\t9979231514273228741\n\n0\t100000\t10367453131363798350\t13835507714465697942\n	0.24
1e5_edge_extremes_t32	8B_u64	edge:extremes	0.50	100000	32	PASS	179827500996150\n272347838682775\n356877579317028\n682879787119169\n763417411847959\n1045806779771952\n1099656918861111\n1285920705054466\n1313045062101558\n2256780431601606\n\n179827500996150\n2256780431601606\n	179827500996150\n272347838682775\n356877579317028\n682879787119169\n763417411847959\n1045806779771952\n1099656918861111\n1285920705054466\n1313045062101558\n2256780431601606\n\n179827500996150\n2256780431601606\n	0.24
