unit	probe_cost_verdict	probe_cost_median_a_us	probe_cost_median_b_us	probe_cost_delta_us	probe_cost_delta_pct	probe_cost_band_pct	probe_cost_reason	projection_cost_verdict	projection_cost_median_a_us	projection_cost_median_b_us	projection_cost_delta_us	projection_cost_delta_pct	projection_cost_band_pct	projection_cost_reason	dispatch_a_us	dispatch_b_us	lookup_a_us	lookup_b_us	probe_total_a_us	probe_total_b_us	wall_a_us	wall_b_us
tpch__customer_c_nationkey__supplier_s_nationkey__T16__tierb	NO-VERDICT						harness voided: jbmt unit status OVER_BUDGET: arm candidate warmup 0 took 600.1s > unit-time-budget 30.0s (and failed: rc=159 stderr=Received exception from server (version 26.8.1): Code: 159. DB::Exception: Received from localhost:9006. D); unit skipped before any timed run	NO-VERDICT						harness voided: jbmt unit status OVER_BUDGET: arm candidate warmup 0 took 600.1s > unit-time-budget 30.0s (and failed: rc=159 stderr=Received exception from server (version 26.8.1): Code: 159. DB::Exception: Received from localhost:9006. D); unit skipped before any timed run	0	0	0	0	0	0		
tpch__customer_c_nationkey__supplier_s_nationkey__T96__tierb	NO-VERDICT						harness voided: jbmt unit status OVER_BUDGET: arm candidate warmup 0 took 600.1s > unit-time-budget 30.0s (and failed: rc=159 stderr=Received exception from server (version 26.8.1): Code: 159. DB::Exception: Received from localhost:9006. D); unit skipped before any timed run	NO-VERDICT						harness voided: jbmt unit status OVER_BUDGET: arm candidate warmup 0 took 600.1s > unit-time-budget 30.0s (and failed: rc=159 stderr=Received exception from server (version 26.8.1): Code: 159. DB::Exception: Received from localhost:9006. D); unit skipped before any timed run	0	0	0	0	0	0		
tpch__lineitem_l_orderkey__orders_o_orderkey__T16__tierb	WIN	15616129	9419903	-6196226	-39.678	3.000		LOSS	8396838	8746235	349397	4.161	3.000		100	25091	15616029	9394049	24010132	18165348	3374000	3510000
tpch__lineitem_l_orderkey__orders_o_orderkey__T96__tierb	WIN	21372027	18012082	-3359945	-15.721	3.000		LOSS	10358159	11191496	833337	8.045	3.000		660	41473	21371477	17971756	31699627	29169921	1565000	1267000
tpch__lineitem_l_orderkey__orders_o_orderkey__left_semi__T16__tierb	WIN	11278730	7999589	-3279141	-29.074	3.000		WIN	122945	96602	-26343	-21.427	3.000		225	21202	11278500	7976184	11402010	8093942	1908000	1856000
tpch__lineitem_l_orderkey__orders_o_orderkey__left_semi__T96__tierb	WIN	14116869	10936927	-3179942	-22.526	3.000		WIN	191493	107242	-84251	-43.997	4.447		1188	42079	14115806	10896182	14309675	11047018	624000	610000
tpch__lineitem_l_partkey__part_p_partkey__T16__tierb	WIN	11479141	9958991	-1520150	-13.243	3.000		LOSS	104775578	152068561	47292983	45.137	3.000		98	34006	11478999	9924263	116213855	162035510	8638000	11676000
tpch__lineitem_l_partkey__part_p_partkey__T96__tierb	WIN	14878592	12264986	-2613606	-17.566	3.000		LOSS	155462760	183375973	27913213	17.955	3.000		301	35266	14878291	12229646	170255934	195692145	2263000	2480000
tpch__lineitem_l_partkey__part_p_partkey__filtered__T16__tierb	WIN	6011500	4851251	-1160249	-19.300	3.000		LOSS	716475	795737	79262	11.063	3.000		129	19535	6011353	4832421	6728046	5642618	978000	930000
tpch__lineitem_l_partkey__part_p_partkey__filtered__T96__tierb	WIN	6311617	5574312	-737305	-11.682	3.000		LOSS	1440748	1600560	159812	11.092	3.000		501	32634	6311204	5541337	7750921	7179382	266000	268000
tpch__lineitem_l_partkey__partsupp_ps_partkey__composite__T16__tierb	WIN	13773995	10399132	-3374863	-24.502	3.000		WIN	93768	74719	-19049	-20.315	3.000		52	15127	13773966	10384380	13867763	10473986	1505000	1392000
tpch__lineitem_l_partkey__partsupp_ps_partkey__composite__T96__tierb	WIN	20190037	16203230	-3986807	-19.746	3.000		WIN	125101	98412	-26689	-21.334	3.000		164	22926	20189881	16180200	20315018	16300365	460000	432000
tpch__lineitem_l_suppkey__supplier_s_suppkey__T16__tierb	WIN	7408610	6496144	-912466	-12.316	3.000		LOSS	60119097	79177306	19058209	31.701	3.000		76	28323	7408527	6465911	67558904	85728159	5643000	6810000
tpch__lineitem_l_suppkey__supplier_s_suppkey__T96__tierb	WIN	13208501	9802019	-3406482	-25.790	3.000		LOSS	80980793	89573658	8592865	10.611	3.000		569	36700	13207969	9763349	94162085	99378888	1308000	1364000
tpch__nation_n_regionkey__region_r_regionkey__T16__tierb	WIN	22	20	-2	-9.091	7.071		TIE	13	13	0	0.000	11.533		0	3	22	17	36	33	4000	9000
tpch__nation_n_regionkey__region_r_regionkey__T96__tierb	WIN	29	22	-7	-24.138	6.811		WIN	16	12	-4	-25.000	17.751		0	4	29	18	45	35	12000	14000
tpch__orders_o_custkey__customer_c_custkey__T16__tierb	WIN	2699076	2107280	-591796	-21.926	3.000		LOSS	12702539	17780621	5078082	39.977	3.000		24	8593	2699047	2098687	15409157	19887539	1282000	1653000
tpch__orders_o_custkey__customer_c_custkey__T96__tierb	WIN	5058082	4372581	-685501	-13.553	3.664		LOSS	20976088	23400584	2424496	11.558	3.000		696	11143	5057180	4361287	25970465	27712445	459000	462000
tpch__orders_o_custkey__customer_c_custkey__filtered__T16__tierb	WIN	2618106	2018962	-599144	-22.885	3.000		LOSS	2614017	3346481	732464	28.021	3.000		54	7692	2618049	2011270	5238238	5367146	520000	558000
tpch__orders_o_custkey__customer_c_custkey__filtered__T96__tierb	WIN	4340221	3626314	-713907	-16.449	3.000		LOSS	4377770	4867162	489392	11.179	3.000		1144	10936	4339123	3615266	8719636	8504141	195000	191000
tpch__orders_o_custkey__customer_c_custkey__left__T16__tierb	WIN	2902467	2189667	-712800	-24.558	3.000		LOSS	13150391	18347302	5196911	39.519	3.000		11	8733	2902467	2181316	16056462	20557804	1664000	2029000
tpch__orders_o_custkey__customer_c_custkey__left__T96__tierb	WIN	5730060	4614420	-1115640	-19.470	3.000		LOSS	21669455	24078636	2409181	11.118	3.000		1177	11811	5728870	4602808	27411124	28669448	548000	539000
tpch__orders_o_custkey__customer_c_custkey__left_anti__T16__tierb	LOSS	1687648	1956310	268662	15.919	3.000		WIN	51459	45580	-5879	-11.425	3.000		19	6533	1687630	1949485	1739701	2001739	234000	281000
tpch__orders_o_custkey__customer_c_custkey__left_anti__T96__tierb	LOSS	3427523	3880859	453336	13.226	3.000		WIN	92085	68549	-23536	-25.559	3.000		691	10244	3426832	3870971	3521243	3949718	110000	121000
tpch__partsupp_ps_partkey__part_p_partkey__T16__tierb	WIN	1540160	877002	-663158	-43.058	3.000		LOSS	1497722	1558795	61073	4.078	3.000		1	3277	1540160	873827	3038605	2431904	441000	563000
tpch__partsupp_ps_partkey__part_p_partkey__T96__tierb	TIE	2732300	2662475	-69825	-2.556	4.592		LOSS	2061876	2429938	368062	17.851	3.000		28	3866	2732269	2658691	4797543	5096721	332000	279000
tpch__partsupp_ps_partkey__part_p_partkey__filtered__T16__tierb	LOSS	403552	417275	13723	3.401	3.000		LOSS	49493	55601	6108	12.341	3.000		11	2541	403534	414686	452949	472876	133000	144000
tpch__partsupp_ps_partkey__part_p_partkey__filtered__T96__tierb	LOSS	495050	534230	39180	7.914	5.901		LOSS	93541	99574	6033	6.450	3.000		31	3271	494996	530973	587993	633290	74000	72000
tpch__partsupp_ps_suppkey__supplier_s_suppkey__T16__tierb	WIN	781260	617949	-163311	-20.904	3.000		LOSS	1854530	2338353	483823	26.089	3.000		0	3263	781260	614675	2632416	2956592	357000	399000
tpch__partsupp_ps_suppkey__supplier_s_suppkey__T96__tierb	WIN	2165378	1408602	-756776	-34.949	3.000		LOSS	3362397	3858837	496440	14.764	3.000		22	3870	2165338	1404725	5528750	5270416	139000	134000
tpch__supplier_s_nationkey__nation_n_nationkey__T16__tierb	TIE	6606	6597	-9	-0.136	3.000		LOSS	12390	12854	464	3.745	3.000		1	154	6605	6440	18999	19464	11000	16000
tpch__supplier_s_nationkey__nation_n_nationkey__T96__tierb	LOSS	6353	6906	553	8.705	3.000		TIE	12687	12608	-79	-0.623	3.329		0	159	6353	6739	19019	19480	19000	19000
