unit	probe_cost_verdict	probe_cost_median_a_us	probe_cost_median_b_us	probe_cost_delta_us	probe_cost_delta_pct	probe_cost_band_pct	probe_cost_reason	projection_cost_verdict	projection_cost_median_a_us	projection_cost_median_b_us	projection_cost_delta_us	projection_cost_delta_pct	projection_cost_band_pct	projection_cost_reason	dispatch_a_us	dispatch_b_us	lookup_a_us	lookup_b_us	probe_total_a_us	probe_total_b_us	wall_a_us	wall_b_us
job__cast_info_movie_id__movie_info_idx_movie_id__T96__tiera	WIN	689572	551280	-138292	-20.055	3.000		LOSS	3324486	3604227	279741	8.415	3.000		69	2566	689489	548740	4020072	4155986	88000	90000
job__cast_info_movie_id__movie_info_movie_id__T16__tiera	WIN	752407	641912	-110495	-14.686	3.000		LOSS	56676217	65503921	8827704	15.576	3.000		10	3699	752395	638237	57430371	66149251	4662000	5330000
job__cast_info_movie_id__movie_info_movie_id__T96__tiera	LOSS	1540871	1798205	257334	16.701	5.684		LOSS	88359483	91197910	2838427	3.212	3.000		136	4732	1540768	1793518	89959414	92941012	1399000	1377000
job__cast_info_movie_id__movie_keyword_movie_id__T16__tiera	WIN	629335	483629	-145706	-23.152	3.000		LOSS	3189912	3578609	388697	12.185	3.000		1	2393	629335	481213	3818825	4062821	481000	513000
job__cast_info_movie_id__movie_keyword_movie_id__T96__tiera	WIN	908184	642729	-265455	-29.229	3.000		LOSS	5021170	5269168	247998	4.939	3.000		91	2665	908083	640070	5934567	5918075	149000	147000
job__cast_info_movie_id__movie_link_linked_movie_id__T16__tiera	LOSS	305587	361481	55894	18.291	3.000		TIE	367698	371288	3590	0.976	3.000		0	1728	305587	359672	673118	732042	82000	93000
job__cast_info_movie_id__movie_link_linked_movie_id__T96__tiera	LOSS	343787	396895	53108	15.448	3.000		WIN	524668	507640	-17028	-3.245	3.000		52	2143	343753	394799	866826	904808	40000	41000
job__cast_info_movie_id__title_id__T16__tiera	WIN	484790	441927	-42863	-8.842	3.000		LOSS	2677694	3422494	744800	27.815	3.000		11	2122	484775	439783	3160937	3865039	295000	359000
job__cast_info_movie_id__title_id__T96__tiera	WIN	849304	679030	-170274	-20.049	3.000		LOSS	4246779	4409386	162607	3.829	3.000		50	2410	849265	676620	5092519	5085509	112000	108000
job__cast_info_movie_id__title_id__filtered__T16__tiera	WIN	479092	405836	-73256	-15.291	3.000		LOSS	791904	980132	188228	23.769	3.000		0	1834	479092	404030	1271521	1387052	142000	162000
job__cast_info_movie_id__title_id__filtered__T96__tiera	WIN	673227	579428	-93799	-13.933	5.229		LOSS	1352765	1515021	162256	11.994	3.000		55	2326	673160	577102	2023427	2081411	72000	73000
job__cast_info_person_id__aka_name_person_id__T16__tiera	WIN	256340	247881	-8459	-3.300	3.000		LOSS	848702	930256	81554	9.609	3.000		1	1942	256339	245944	1105184	1178142	148000	163000
job__cast_info_person_id__aka_name_person_id__T96__tiera	LOSS	420942	440135	19193	4.560	3.000		LOSS	1434849	1499607	64758	4.513	3.000		92	2513	420850	437714	1860821	1940937	61000	62000
job__cast_info_person_id__name_id__T16__tiera	WIN	302402	254902	-47500	-15.708	3.000		LOSS	979527	1142063	162536	16.593	3.000		0	1876	302359	253033	1282779	1396049	183000	226000
job__cast_info_person_id__name_id__T96__tiera	LOSS	555145	609630	54485	9.815	3.000		LOSS	1582277	1720739	138462	8.751	3.000		62	2264	555090	607308	2127968	2328275	104000	96000
job__cast_info_person_id__person_info_person_id__T16__tiera	TIE	308147	303986	-4161	-1.350	3.000		TIE	7928926	8017294	88368	1.115	3.000		7	2829	308141	301353	8241814	8318861	1128000	1186000
job__cast_info_person_id__person_info_person_id__T96__tiera	LOSS	782926	971658	188732	24.106	3.000		TIE	21164387	20865082	-299305	-1.414	3.000		287	3919	782623	967700	21946113	21839684	509000	489000
job__cast_info_person_role_id__char_name_id__T16__tiera	WIN	230625	178903	-51722	-22.427	3.000		LOSS	657338	768961	111623	16.981	3.000		1	1796	230611	177146	887834	947618	118000	139000
job__cast_info_person_role_id__char_name_id__T96__tiera	WIN	363109	273166	-89943	-24.770	3.000		LOSS	972663	1047148	74485	7.658	3.000		72	2075	363053	271112	1335617	1316731	60000	58000
job__cast_info_role_id__role_type_id__T16__tiera	LOSS	194778	201787	7009	3.598	3.000		TIE	413719	424067	10348	2.501	3.000		4	1576	194775	200202	608735	624967	102000	110000
job__cast_info_role_id__role_type_id__T96__tiera	TIE	234748	235662	914	0.389	3.000		TIE	522101	517626	-4475	-0.857	3.000		159	2274	234568	233345	756200	756055	42000	43000
job__complete_cast_movie_id__movie_link_movie_id__T16__tiera	LOSS	733	861	128	17.462	5.525		TIE	806	776	-30	-3.722	4.133		0	6	733	854	1546	1642	6000	14000
job__complete_cast_movie_id__movie_link_movie_id__T96__tiera	TIE	1020	997	-23	-2.255	14.867		WIN	864	798	-66	-7.639	4.286		0	7	1020	988	1910	1819	17000	18000
job__complete_cast_status_id__comp_cast_type_id__T16__tiera	TIE	685	749	64	9.343	33.340		TIE	1702	2003	301	17.685	29.202		0	7	685	742	2426	2750	7000	12000
job__complete_cast_status_id__comp_cast_type_id__T96__tiera	TIE	968	1204	236	24.380	19.958		TIE	2652	2287	-365	-13.763	20.673		0	6	967	1197	3516	3452	17000	18000
job__complete_cast_subject_id__comp_cast_type_id__T16__tiera	LOSS	847	1241	394	46.517	20.526		LOSS	1837	2406	569	30.974	11.525		0	7	847	1234	2657	3579	7000	14000
job__complete_cast_subject_id__comp_cast_type_id__T96__tiera	TIE	1059	1279	220	20.774	21.708		TIE	2087	2330	243	11.644	18.168		0	7	1059	1272	3307	3609	17000	18000
job__movie_companies_company_id__company_name_id__T16__tiera	WIN	25897	20112	-5785	-22.338	5.546		LOSS	94119	111199	17080	18.147	3.479		0	167	25897	19945	119810	132122	23000	32000
job__movie_companies_company_id__company_name_id__T96__tiera	WIN	33655	26158	-7497	-22.276	3.408		LOSS	107268	117124	9856	9.188	3.000		7	275	33648	25853	141279	143693	26000	27000
job__movie_companies_company_id__company_name_id__filtered__T16__tiera	LOSS	24583	27545	2962	12.049	3.000		LOSS	8225	9464	1239	15.064	3.000		0	129	24583	27398	32796	36923	14000	22000
job__movie_companies_company_id__company_name_id__filtered__T96__tiera	LOSS	26411	29444	3033	11.484	3.000		LOSS	10193	10734	541	5.308	3.000		1	208	26403	29227	36577	40332	24000	24000
job__movie_companies_company_type_id__company_type_id__T16__tiera	LOSS	13168	14554	1386	10.526	3.000		LOSS	30398	31511	1113	3.661	3.000		1	146	13167	14411	43534	46055	14000	20000
job__movie_companies_company_type_id__company_type_id__T96__tiera	LOSS	15785	16917	1132	7.171	3.000		TIE	37110	36017	-1093	-2.945	4.540		11	255	15774	16662	53587	52934	20000	21000
job__movie_companies_company_type_id__company_type_id__filtered__T16__tiera	LOSS	8840	11308	2468	27.919	3.585		LOSS	16924	19875	2951	17.437	6.593		1	136	8839	11161	25647	31133	12000	19000
job__movie_companies_company_type_id__company_type_id__filtered__T96__tiera	LOSS	9888	11920	2032	20.550	4.892		TIE	19875	19162	-713	-3.587	12.910		0	203	9886	11722	29304	30901	20000	21000
job__movie_companies_movie_id__aka_title_movie_id__T16__tiera	WIN	32712	28444	-4268	-13.047	3.000		LOSS	73607	82086	8479	11.519	3.000		0	175	32711	28263	106389	110530	21000	29000
job__movie_companies_movie_id__aka_title_movie_id__T96__tiera	WIN	37353	33453	-3900	-10.441	3.000		LOSS	92984	95951	2967	3.191	3.000		8	250	37338	33212	129337	129383	26000	26000
job__movie_companies_movie_id__complete_cast_movie_id__T16__tiera	WIN	26998	24647	-2351	-8.708	3.000		LOSS	38490	41095	2605	6.768	3.000		0	151	26998	24496	65384	65734	16000	22000
job__movie_companies_movie_id__complete_cast_movie_id__T96__tiera	WIN	29295	27171	-2124	-7.250	3.000		LOSS	44624	46868	2244	5.029	3.000		4	256	29294	26917	73776	73988	24000	24000
job__movie_companies_movie_id__movie_info_idx_movie_id__T16__tiera	WIN	37270	31505	-5765	-15.468	3.000		LOSS	103283	128634	25351	24.545	3.000		1	190	37270	31320	140076	160250	28000	41000
job__movie_companies_movie_id__movie_info_idx_movie_id__T96__tiera	WIN	47382	40705	-6677	-14.092	3.000		LOSS	140558	152518	11960	8.509	3.000		7	274	47370	40401	188571	194559	30000	30000
job__movie_companies_movie_id__movie_link_linked_movie_id__T16__tiera	LOSS	19078	23039	3961	20.762	3.000		TIE	28997	29599	602	2.076	3.000		1	139	19077	22903	48075	52867	13000	21000
job__movie_companies_movie_id__movie_link_linked_movie_id__T96__tiera	LOSS	20766	23937	3171	15.270	3.000		TIE	30692	31074	382	1.245	3.000		2	221	20764	23716	51339	54996	21000	21000
job__movie_companies_movie_id__movie_link_movie_id__T16__tiera	LOSS	10747	13944	3197	29.748	3.000		TIE	14671	14705	34	0.232	3.000		0	112	10747	13829	25349	28621	12000	19000
job__movie_companies_movie_id__movie_link_movie_id__T96__tiera	LOSS	12829	16227	3398	26.487	3.000		WIN	16084	15421	-663	-4.122	3.000		1	203	12829	16012	28827	31645	22000	22000
job__movie_companies_movie_id__title_id__T16__tiera	WIN	32280	29450	-2830	-8.767	5.184		LOSS	55133	70298	15165	27.506	4.605		0	169	32279	29289	87137	99746	29000	48000
job__movie_companies_movie_id__title_id__T96__tiera	LOSS	79743	133020	53277	66.811	6.445		LOSS	88252	92138	3886	4.403	3.000		1	201	79741	132820	166422	225158	42000	39000
job__movie_companies_movie_id__title_id__filtered__T16__tiera	WIN	28623	26365	-2258	-7.889	3.000		LOSS	22216	25808	3592	16.169	3.000		0	145	28623	26209	50835	52319	22000	34000
job__movie_companies_movie_id__title_id__filtered__T96__tiera	LOSS	41401	53780	12379	29.900	19.854		LOSS	28762	39501	10739	37.337	6.902		3	236	41399	53551	70018	92942	40000	40000
job__movie_info_idx_info_type_id__info_type_id__T16__tiera	WIN	7413	6859	-554	-7.473	4.202		LOSS	15718	16885	1167	7.425	3.000		0	58	7413	6803	23140	23641	10000	16000
job__movie_info_idx_info_type_id__info_type_id__T96__tiera	TIE	8508	7760	-748	-8.792	16.864		TIE	18901	18239	-662	-3.502	10.651		0	87	8508	7687	27449	26125	19000	19000
job__movie_info_idx_info_type_id__info_type_id__filtered__T16__tiera	LOSS	2118	3232	1114	52.597	3.000		TIE	307	313	6	1.954	4.179		0	49	2118	3181	2427	3542	7000	13000
job__movie_info_idx_info_type_id__info_type_id__filtered__T96__tiera	LOSS	2455	3621	1166	47.495	3.000		WIN	447	407	-40	-8.949	4.607		0	74	2455	3547	2890	4048	16000	18000
job__movie_info_idx_movie_id__complete_cast_movie_id__T16__tiera	LOSS	10525	11902	1377	13.083	3.105		LOSS	16658	18506	1848	11.094	3.000		0	62	10525	11840	27173	30467	11000	19000
job__movie_info_idx_movie_id__complete_cast_movie_id__T96__tiera	LOSS	11399	12134	735	6.448	3.707		TIE	18689	18534	-155	-0.829	3.000		0	85	11399	12051	30116	30764	22000	22000
job__movie_info_idx_movie_id__movie_link_linked_movie_id__T16__tiera	LOSS	7592	9562	1970	25.948	3.114		LOSS	11616	12003	387	3.332	3.000		0	55	7591	9482	19241	21565	9000	16000
job__movie_info_idx_movie_id__movie_link_linked_movie_id__T96__tiera	LOSS	8363	10120	1757	21.009	3.897		TIE	12530	12529	-1	-0.008	3.000		0	81	8362	10039	20815	22483	19000	19000
job__movie_info_idx_movie_id__movie_link_movie_id__T16__tiera	LOSS	5415	7373	1958	36.159	4.010		TIE	7430	7521	91	1.225	3.000		0	51	5415	7319	12827	14823	9000	16000
job__movie_info_idx_movie_id__movie_link_movie_id__T96__tiera	LOSS	6626	8289	1663	25.098	3.199		TIE	8052	7989	-63	-0.782	3.219		0	71	6626	8221	14791	16103	19000	20000
job__movie_info_info_type_id__info_type_id__T16__tiera	WIN	84008	75695	-8313	-9.895	3.000		TIE	174137	176438	2301	1.321	3.000		6	1234	84003	74452	258298	252486	101000	111000
job__movie_info_info_type_id__info_type_id__T96__tiera	TIE	98468	97578	-890	-0.904	3.000		TIE	206217	210273	4056	1.967	3.000		68	1344	98412	95961	304341	308138	89000	87000
job__movie_info_info_type_id__info_type_id__filtered__T16__tiera	LOSS	25322	38417	13095	51.714	3.000		LOSS	6330	7268	938	14.818	3.000		5	801	25318	37577	31680	45700	84000	94000
job__movie_info_info_type_id__info_type_id__filtered__T96__tiera	LOSS	26763	38909	12146	45.384	3.000		TIE	7385	7251	-134	-1.814	3.000		5	981	26753	37948	34237	46156	81000	84000
job__movie_info_movie_id__aka_title_movie_id__T16__tiera	WIN	198001	161376	-36625	-18.497	3.000		LOSS	443743	494214	50471	11.374	3.000		1	1515	198001	159835	641289	655267	123000	138000
job__movie_info_movie_id__aka_title_movie_id__T96__tiera	WIN	241099	208269	-32830	-13.617	3.000		LOSS	664799	699653	34854	5.243	3.000		78	1693	240980	206590	905784	909850	96000	96000
job__movie_info_movie_id__complete_cast_movie_id__T16__tiera	WIN	159623	142500	-17123	-10.727	3.000		LOSS	236037	252132	16095	6.819	3.000		1	1359	159611	141160	395714	394905	101000	113000
job__movie_info_movie_id__complete_cast_movie_id__T96__tiera	WIN	176862	169127	-7735	-4.373	3.000		TIE	362970	372362	9392	2.588	3.000		44	1512	176823	167606	539731	543281	87000	91000
job__movie_info_movie_id__movie_companies_movie_id__T16__tiera	WIN	216377	184261	-32116	-14.843	3.000		LOSS	1825939	2148011	322072	17.639	3.000		5	1841	216366	182382	2042316	2332378	333000	377000
job__movie_info_movie_id__movie_companies_movie_id__T96__tiera	WIN	437169	376433	-60736	-13.893	4.929		LOSS	3354843	3542924	188081	5.606	3.000		97	1994	437055	374429	3791363	3913334	151000	150000
job__movie_info_movie_id__movie_info_idx_movie_id__T16__tiera	WIN	216498	171946	-44552	-20.578	3.000		LOSS	608648	719200	110552	18.164	3.000		2	1519	216497	170418	824608	890564	152000	171000
job__movie_info_movie_id__movie_info_idx_movie_id__T96__tiera	WIN	319186	244781	-74405	-23.311	3.000		LOSS	942673	1037117	94444	10.019	3.000		92	1731	319094	243017	1261460	1280935	102000	103000
job__movie_info_movie_id__movie_keyword_movie_id__T16__tiera	WIN	247303	191071	-56232	-22.738	3.000		LOSS	1278340	1573962	295622	23.125	3.000		9	2124	247300	188924	1526379	1764925	614000	640000
job__movie_info_movie_id__movie_keyword_movie_id__T96__tiera	WIN	487865	332640	-155225	-31.817	3.000		TIE	3066957	3135394	68437	2.231	3.000		113	2388	487725	330188	3553751	3467890	257000	256000
job__movie_info_movie_id__movie_link_movie_id__T16__tiera	LOSS	68359	88194	19835	29.016	3.000		TIE	92069	91140	-929	-1.009	3.000		1	1125	68357	87053	160199	179334	89000	101000
job__movie_info_movie_id__movie_link_movie_id__T96__tiera	LOSS	65885	86536	20651	31.344	3.000		WIN	103211	99128	-4083	-3.956	3.000		5	956	65881	85570	169040	185373	86000	86000
job__movie_info_movie_id__title_id__T16__tiera	WIN	189704	157283	-32421	-17.090	3.000		LOSS	339126	401070	61944	18.266	3.000		1	1406	189704	155835	528867	557767	130000	153000
job__movie_info_movie_id__title_id__T96__tiera	WIN	383466	322360	-61106	-15.935	4.595		LOSS	583049	646982	63933	10.965	3.000		60	1495	383422	320901	965534	969342	113000	109000
job__movie_info_movie_id__title_id__filtered__T16__tiera	WIN	175597	154219	-21378	-12.174	3.000		LOSS	168100	193823	25723	15.302	3.000		1	1299	175597	152907	343834	348167	108000	125000
job__movie_info_movie_id__title_id__filtered__T96__tiera	WIN	282768	258857	-23911	-8.456	3.027		LOSS	322652	360985	38333	11.881	3.000		52	1439	282719	257434	604675	620217	108000	108000
job__movie_keyword_keyword_id__keyword_id__T16__tiera	WIN	37746	27531	-10215	-27.062	3.636		LOSS	78282	86135	7853	10.032	3.000		0	123	37746	27415	116267	113521	20000	27000
job__movie_keyword_keyword_id__keyword_id__T96__tiera	WIN	42895	32056	-10839	-25.269	5.624		TIE	97208	93813	-3395	-3.493	9.002		0	244	42895	31812	139052	124974	26000	25000
job__movie_keyword_keyword_id__keyword_id__filtered__T16__tiera	LOSS	10745	14396	3651	33.979	3.000		TIE	1672	1713	41	2.452	3.590		0	89	10745	14309	12444	16162	8000	13000
job__movie_keyword_keyword_id__keyword_id__filtered__T96__tiera	LOSS	13655	17397	3742	27.404	3.000		WIN	2672	2461	-211	-7.897	3.000		0	224	13654	17178	16364	19876	18000	19000
job__movie_keyword_movie_id__aka_title_movie_id__T16__tiera	TIE	30729	32507	1778	5.786	6.939		LOSS	110018	132155	22137	20.121	5.138		0	115	30729	32394	140885	164024	22000	31000
job__movie_keyword_movie_id__aka_title_movie_id__T96__tiera	LOSS	34725	42129	7404	21.322	3.000		TIE	173664	179462	5798	3.339	4.060		0	259	34725	41881	209027	221470	28000	29000
job__movie_keyword_movie_id__complete_cast_movie_id__T16__tiera	LOSS	24536	29385	4849	19.763	3.286		LOSS	43708	46611	2903	6.642	3.000		0	108	24536	29267	68167	75851	15000	22000
job__movie_keyword_movie_id__complete_cast_movie_id__T96__tiera	LOSS	30251	35947	5696	18.829	5.066		TIE	51316	52680	1364	2.658	3.000		0	245	30249	35702	81142	88676	24000	24000
job__movie_keyword_movie_id__movie_companies_movie_id__T16__tiera	LOSS	41212	48393	7181	17.425	4.975		LOSS	615893	687753	71860	11.668	3.000		0	156	41212	48246	656999	736900	91000	119000
job__movie_keyword_movie_id__movie_companies_movie_id__T96__tiera	LOSS	70583	137304	66721	94.528	8.843		LOSS	875294	922613	47319	5.406	3.000		3	238	70582	137046	943820	1056667	69000	65000
job__movie_keyword_movie_id__movie_info_idx_movie_id__T16__tiera	TIE	34728	35642	914	2.632	4.910		LOSS	174058	198920	24862	14.284	3.000		0	109	34728	35521	208652	235372	31000	44000
job__movie_keyword_movie_id__movie_info_idx_movie_id__T96__tiera	LOSS	44424	52316	7892	17.765	6.974		TIE	240348	242329	1981	0.824	3.938		1	256	44404	52072	285076	297356	32000	32000
job__movie_keyword_movie_id__movie_link_movie_id__T16__tiera	LOSS	11606	17198	5592	48.182	3.692		TIE	14434	14194	-240	-1.663	3.000		0	88	11606	17108	25993	31385	10000	17000
job__movie_keyword_movie_id__movie_link_movie_id__T96__tiera	LOSS	17356	20966	3610	20.800	6.901		WIN	16197	14999	-1198	-7.396	3.201		0	223	17356	20743	33781	35798	22000	23000
job__movie_keyword_movie_id__title_id__T16__tiera	LOSS	37920	42675	4755	12.540	7.466		LOSS	82190	99680	17490	21.280	4.185		0	128	37920	42540	120400	141447	30000	49000
job__movie_keyword_movie_id__title_id__T96__tiera	LOSS	65969	135363	69394	105.192	9.419		TIE	114608	117854	3246	2.832	12.319		1	210	65969	135158	178492	250463	44000	40000
job__movie_keyword_movie_id__title_id__filtered__T16__tiera	LOSS	25319	29315	3996	15.783	3.000		LOSS	24800	28011	3211	12.948	3.000		0	93	25319	29222	50180	57527	20000	32000
job__movie_keyword_movie_id__title_id__filtered__T96__tiera	LOSS	37170	95438	58268	156.761	17.299		LOSS	30293	31865	1572	5.189	3.537		0	230	37170	95208	67481	126834	39000	39000
job__movie_link_link_type_id__link_type_id__T16__tiera	TIE	178	177	-1	-0.562	3.625		TIE	353	357	4	1.133	3.262		0	5	178	173	540	536	5000	10000
job__movie_link_link_type_id__link_type_id__T96__tiera	WIN	245	181	-64	-26.122	16.651		WIN	632	365	-267	-42.247	21.751		0	5	245	176	882	552	14000	15000
job__name_id__aka_name_person_id__T16__tiera	WIN	58981	51834	-7147	-12.117	3.000		LOSS	90913	100283	9370	10.307	3.000		0	410	58981	51430	149830	152359	29000	38000
job__name_id__aka_name_person_id__T96__tiera	WIN	86460	74460	-12000	-13.879	3.000		LOSS	140803	152677	11874	8.433	3.000		11	457	86451	74003	228181	228925	29000	29000
job__name_id__person_info_person_id__T16__tiera	LOSS	61583	89732	28149	45.709	5.669		LOSS	249699	313327	63628	25.482	3.000		0	470	61554	89281	311698	402516	73000	128000
job__name_id__person_info_person_id__T96__tiera	LOSS	285731	476344	190613	66.711	5.333		LOSS	504500	521250	16750	3.320	3.000		3	467	285729	475863	790249	995443	99000	87000
job__person_info_info_type_id__info_type_id__T16__tiera	WIN	19000	17230	-1770	-9.316	3.000		TIE	37614	38117	503	1.337	3.000		1	553	18982	16657	56585	55387	32000	38000
job__person_info_info_type_id__info_type_id__T96__tiera	WIN	19423	18281	-1142	-5.880	3.000		TIE	37834	38467	633	1.673	3.000		3	492	19418	17778	57302	56676	27000	27000
job__person_info_info_type_id__info_type_id__filtered__T16__tiera	LOSS	6110	8188	2078	34.010	3.000		LOSS	2239	2612	373	16.659	3.000		0	71	6110	8117	8335	10807	24000	32000
job__person_info_info_type_id__info_type_id__filtered__T96__tiera	LOSS	6746	9262	2516	37.296	3.000		TIE	2920	2982	62	2.123	3.000		0	418	6746	8846	9658	12259	25000	27000
job__person_info_person_id__aka_name_person_id__T16__tiera	WIN	34371	27880	-6491	-18.885	3.000		LOSS	97284	121092	23808	24.473	3.000		2	676	34370	27235	131802	149068	47000	59000
job__person_info_person_id__aka_name_person_id__T96__tiera	WIN	58782	48424	-10358	-17.621	3.000		LOSS	153923	168386	14463	9.396	3.000		10	782	58777	47583	212595	216359	35000	34000
job__title_id__aka_title_movie_id__T16__tiera	WIN	33684	28113	-5571	-16.539	3.000		LOSS	40700	43994	3294	8.093	3.000		0	151	33684	27954	74508	71955	17000	25000
job__title_id__aka_title_movie_id__T96__tiera	WIN	35520	30949	-4571	-12.869	3.000		LOSS	45986	47768	1782	3.875	3.000		2	230	35520	30705	81416	78612	24000	25000
job__title_id__complete_cast_movie_id__T16__tiera	WIN	29341	24334	-5007	-17.065	3.000		LOSS	26345	27423	1078	4.092	3.000		1	145	29339	24191	55677	51837	15000	22000
job__title_id__complete_cast_movie_id__T96__tiera	WIN	31054	26338	-4716	-15.186	3.000		TIE	29039	29331	292	1.006	3.000		1	214	31053	26115	60253	55637	22000	24000
job__title_id__movie_info_idx_movie_id__T16__tiera	WIN	37500	32430	-5070	-13.520	3.000		LOSS	63343	73941	10598	16.731	3.000		0	162	37500	32275	100660	106373	23000	34000
job__title_id__movie_info_idx_movie_id__T96__tiera	WIN	42938	38773	-4165	-9.700	3.000		LOSS	79537	84939	5402	6.792	3.000		3	255	42934	38540	121957	124015	28000	28000
job__title_id__movie_link_linked_movie_id__T16__tiera	LOSS	19231	22656	3425	17.810	3.000		TIE	21248	21488	240	1.130	3.000		1	132	19231	22524	40473	44177	13000	20000
job__title_id__movie_link_linked_movie_id__T96__tiera	LOSS	20509	23841	3332	16.247	3.000		TIE	22039	21919	-120	-0.544	3.000		1	207	20508	23634	42526	45738	21000	22000
job__title_id__movie_link_movie_id__T16__tiera	LOSS	10749	13689	2940	27.351	3.000		TIE	13311	13613	302	2.269	3.000		0	105	10749	13576	24110	27302	12000	20000
job__title_id__movie_link_movie_id__T96__tiera	LOSS	12271	15486	3215	26.200	3.000		TIE	14437	14230	-207	-1.434	3.000		0	189	12271	15297	26795	29705	21000	22000
job__title_kind_id__kind_type_id__T16__tiera	TIE	13879	14120	241	1.736	3.000		TIE	29187	29491	304	1.042	3.000		1	141	13879	13958	43063	43663	14000	20000
job__title_kind_id__kind_type_id__T96__tiera	LOSS	14920	15838	918	6.153	3.000		TIE	31909	31531	-378	-1.185	3.000		4	236	14910	15621	46905	47487	19000	21000
stackoverflow__badges_UserId__users_Id__T16__tiera	WIN	620832	477176	-143656	-23.139	3.000		LOSS	737500	777320	39820	5.399	3.000		0	1548	620832	475566	1357532	1254482	241000	320000
stackoverflow__badges_UserId__users_Id__T96__tiera	WIN	1027028	934228	-92800	-9.036	4.077		LOSS	957113	1095517	138404	14.461	3.000		18	2328	1026993	932029	1985765	2029745	189000	154000
stackoverflow__comments_PostId__posts_Id__T16__tiera	WIN	1589737	1359626	-230111	-14.475	3.000		LOSS	1535017	1624058	89041	5.801	3.000		14	2157	1589737	1357673	3120097	2985759	498000	683000
stackoverflow__comments_PostId__posts_Id__T96__tiera	LOSS	3376751	4637590	1260839	37.339	5.070		LOSS	1811433	2152482	341049	18.828	3.000		21	3079	3376751	4634408	5189255	6790069	359000	293000
stackoverflow__comments_UserId__users_Id__T16__tiera	WIN	1403919	1010334	-393585	-28.035	3.000		LOSS	6523821	8732029	2208208	33.848	3.000		1	2710	1403919	1007593	7927740	9722456	710000	904000
stackoverflow__comments_UserId__users_Id__T96__tiera	WIN	1518570	1277317	-241253	-15.887	3.871		LOSS	8612965	9424027	811062	9.417	3.000		24	3033	1518546	1274337	10139329	10707561	284000	256000
stackoverflow__postlinks_RelatedPostId__posts_Id__T16__tiera	LOSS	147151	281487	134336	91.291	3.140		LOSS	525623	829837	304214	57.877	3.000		0	227	147151	281255	673873	1110612	218000	411000
stackoverflow__postlinks_RelatedPostId__posts_Id__T96__tiera	LOSS	764073	1741736	977663	127.954	19.381		LOSS	815936	967737	151801	18.605	3.000		0	252	764073	1741485	1572369	2715553	279000	223000
stackoverflow__posts_OwnerUserId__users_Id__T16__tiera	WIN	1093743	795490	-298253	-27.269	3.000		LOSS	5352770	7049979	1697209	31.707	3.000		24	2412	1093719	793072	6442836	7858800	594000	764000
stackoverflow__posts_OwnerUserId__users_Id__T96__tiera	WIN	1389149	1197463	-191686	-13.799	4.549		LOSS	7567084	8200072	632988	8.365	3.000		13	2598	1389112	1194869	8958668	9391949	272000	244000
stackoverflow__votes_PostId__posts_Id__T16__tiera	WIN	3132547	2490736	-641811	-20.488	3.000		TIE	3184863	3237594	52731	1.656	3.000		14	4591	3132522	2486145	6322887	5728938	775000	893000
stackoverflow__votes_PostId__posts_Id__T96__tiera	LOSS	4144388	4383879	239491	5.779	4.937		LOSS	3604599	3908498	303899	8.431	3.000		35	6277	4144379	4377680	7838164	8266279	383000	316000
tpcds__catalog_returns_cr_call_center_sk__call_center_cc_call_center_sk__T16__tiera	TIE	26313	26752	439	1.668	3.000		LOSS	116404	120617	4213	3.619	3.000		0	318	26312	26434	142811	147446	28000	34000
tpcds__catalog_returns_cr_call_center_sk__call_center_cc_call_center_sk__T96__tiera	LOSS	31084	32508	1424	4.581	3.000		WIN	178560	165678	-12882	-7.214	3.000		6	472	31081	32029	209621	198061	25000	25000
tpcds__catalog_returns_cr_item_sk__item_i_item_sk__T16__tiera	LOSS	39054	41563	2509	6.424	4.107		LOSS	84464	108087	23623	27.968	5.362		0	226	39054	41323	123584	149562	28000	37000
tpcds__catalog_returns_cr_item_sk__item_i_item_sk__T96__tiera	LOSS	48041	49615	1574	3.276	3.000		TIE	160130	148443	-11687	-7.298	7.899		3	309	48038	49304	208096	197995	27000	28000
tpcds__catalog_returns_cr_item_sk__item_i_item_sk__filtered__T16__tiera	LOSS	15848	18523	2675	16.879	3.000		LOSS	13791	15723	1932	14.009	3.000		0	182	15837	18341	29582	34171	18000	26000
tpcds__catalog_returns_cr_item_sk__item_i_item_sk__filtered__T96__tiera	LOSS	17157	18900	1743	10.159	3.000		LOSS	17740	18508	768	4.329	3.000		2	229	17156	18656	34897	37275	24000	25000
tpcds__catalog_returns_cr_returned_date_sk__date_dim_d_date_sk__T16__tiera	TIE	47058	41906	-5152	-10.948	11.077		TIE	55044	56386	1342	2.438	3.000		0	218	47057	41682	102285	98149	23000	30000
tpcds__catalog_returns_cr_returned_date_sk__date_dim_d_date_sk__T96__tiera	WIN	61145	48342	-12803	-20.939	14.157		TIE	63558	64499	941	1.481	3.000		4	314	61143	48025	124410	113430	24000	26000
tpcds__catalog_returns_cr_returned_date_sk__date_dim_d_date_sk__filtered__T16__tiera	LOSS	18847	23185	4338	23.017	3.000		LOSS	18002	20642	2640	14.665	4.675		0	201	18847	22977	36787	43827	18000	25000
