0	vol-09c4e9ba1983fdccf	i-01ab31f17f082596e	172.31.9.199
1	vol-0848273a57ae77390	i-065ebd96c4dd296e2	172.31.2.102
2	vol-056bf3d5c48f8ca91	i-069d5483a4d36300d	172.31.1.38
3	vol-007d748bef0937ddc	i-0781d51e1d57c8b1a	172.31.10.61
4	vol-0d92b3896d8ef4737	i-0cdef32c6d6060ecb	172.31.11.84
5	vol-0aeff043418eaeb06	i-0d65b4dd8f104e168	172.31.10.36
6	vol-0b1198722222e06e4	i-0f8dadc4b4757f83d	172.31.6.162
7	vol-012e93820b6d74251	i-0f8ece4037a96fadc	172.31.3.104
