q	run	sec	build_rows	rf_created	prealloc	sel_rows
q62	r1	0.23	2912357	4	1322224	50442373
q62	r2	0.727	36346137	5	0	50442373
q62	r3	0.171	36346137	5	4051808	50442373
q62	r4	0.163	36346137	5	4051808	50442373
q62	r5	0.164	36346137	5	4051808	50442373
q62	r6	0.157	36346137	5	4051808	50442373
q63	r1	0.229	3003813	4	1322224	50442373
q63	r2	0.167	36488945	5	4051808	50442373
q63	r3	0.167	36488945	5	4071808	50442373
q63	r4	0.167	36488945	5	4071808	50442373
q63	r5	0.163	36488945	5	4071808	50442373
q63	r6	0.166	36488945	5	4071808	50442373
q64	r1	0.487	12748108	5	0	50442373
q64	r2	0.123	12748108	5	431552	50442373
q64	r3	0.119	12748108	5	431552	50442373
q64	r4	0.122	12748108	5	431552	50442373
q64	r5	0.122	12748108	5	431552	50442373
q64	r6	0.122	12748108	5	431552	50442373
q65	r1	0.342	14514948	4	1322224	50442373
q65	r2	0.118	2492342	5	446672	50442373
q65	r3	0.11	2492342	5	532464	50442373
q65	r4	0.109	2492342	5	532464	50442373
q65	r5	0.111	2492342	5	532464	50442373
q65	r6	0.109	2492342	5	532464	50442373
q66	r1	0.203	132303	5	376256	59156128
q66	r2	0.566	1426518	4	0	59156128
q66	r3	0.203	1426518	4	857520	27114280
q66	r4	0.208	1426518	4	857520	27114280
q66	r5	0.195	1426518	4	857520	27114280
q66	r6	0.205	1426518	4	857520	27114280
q67	r1	0.007	0	0	0	0
q67	r2	0.007	0	0	0	0
q67	r3	0.007	0	0	0	0
q67	r4	0.007	0	0	0	0
q67	r5	0.007	0	0	0	0
q67	r6	0.007	0	0	0	0
q68	r1	0.578	2377862	3	459920	59156128
q68	r2	0.074	647047	3	459920	46101946
q68	r3	0.058	647047	3	535424	18172482
q68	r4	0.057	647047	3	535424	18164290
q68	r5	0.058	647047	3	535424	18164290
q68	r6	0.057	647047	3	535424	18164290
q69	r1	0.664	4190755	8	3140336	64661800
q69	r2	0.207	3890763	8	3714880	64661800
q69	r3	0.208	3888317	8	3638512	64661800
q69	r4	0.205	3889891	8	3638512	64661800
q69	r5	0.216	3889085	8	3638512	64661800
q69	r6	0.203	3889123	8	3638512	64661800
q70	r1	0.633	3231906	8	3140336	64661800
q70	r2	0.22	3320472	8	3140336	64661800
q70	r3	0.209	3320224	8	3140336	64661800
q70	r4	0.206	3320224	8	3140336	64661800
q70	r5	0.216	3320224	8	3140336	64661800
q70	r6	0.191	3320272	8	3140336	64661800
q71	r1	0.661	4181143	8	3529248	64661800
q71	r2	0.209	4181139	8	3827152	64661800
q71	r3	0.212	4181139	8	3827152	64661800
q71	r4	0.209	4181139	8	3827152	64661800
q71	r5	0.206	4181139	8	3827152	64661800
q71	r6	0.206	4181139	8	3827152	64661800
q72	r1	0.349	14873567	8	5763808	64661800
q72	r2	0.205	17368125	8	7557152	64661800
q72	r3	0.204	17225690	9	6985888	64661800
q72	r4	0.172	14662080	9	6829328	64661800
q72	r5	0.191	17522516	9	6829328	64661800
q72	r6	0.186	18169749	9	6832784	64661800
q73	r1	0.23	4168116	9	0	50873687
q73	r2	0.11	4219052	8	4644272	50873687
q73	r3	0.088	4219000	8	4167488	50873687
q73	r4	0.087	4219008	8	4167488	50873687
q73	r5	0.086	4219013	8	4167488	50873687
q73	r6	0.087	4219008	8	4167488	50873687
q74	r1	0.23	47257	8	0	50873687
q74	r2	0.079	47255	8	0	50873687
q74	r3	0.065	47261	8	0	50873687
q74	r4	0.065	47245	8	0	50873687
q74	r5	0.072	47258	8	0	50873687
q74	r6	0.069	47245	8	0	50873687
q75	r1	0.38	4380864	8	4167488	50873687
q75	r2	0.131	4380874	8	4347632	50873687
q75	r3	0.129	4380848	8	4347632	50873687
q75	r4	0.126	4380851	8	4347632	50873687
q75	r5	0.125	4380854	8	4347632	50873687
q75	r6	0.123	4380849	8	4347632	50873687
q76	r1	0.006	0	0	0	0
q76	r2	0.006	0	0	0	0
q76	r3	0.006	0	0	0	0
q76	r4	0.006	0	0	0	0
q76	r5	0.006	0	0	0	0
q76	r6	0.006	0	0	0	0
q77	r1	0.006	0	0	0	0
q77	r2	0.006	0	0	0	0
q77	r3	0.006	0	0	0	0
q77	r4	0.006	0	0	0	0
q77	r5	0.006	0	0	0	0
q77	r6	0.006	0	0	0	0
q78	r1	0.006	0	0	0	0
q78	r2	0.006	0	0	0	0
q78	r3	0.006	0	0	0	0
q78	r4	0.006	0	0	0	0
q78	r5	0.006	0	0	0	0
q78	r6	0.006	0	0	0	0
q79	r1	0.62	608238	9	0	26246530
q79	r2	0.183	603540	9	469424	26246530
q79	r3	0.17	603556	9	469424	26246530
q79	r4	0.168	603561	9	469424	26246530
q79	r5	0.17	603561	9	469424	26246530
q79	r6	0.171	603556	9	469424	26246530
q80	r1	0.596	602393	9	469424	26246530
q80	r2	0.166	602392	9	469424	26246530
q80	r3	0.166	602390	9	469424	26246530
q80	r4	0.168	602392	9	469424	26246530
q80	r5	0.165	602392	9	469424	26246530
q80	r6	0.166	602390	9	469424	26246530
q81	r1	0.61	897199	9	0	26246530
q81	r2	0.177	897018	9	672832	26246530
q81	r3	0.179	897070	9	672832	26246530
q81	r4	0.179	897009	9	672832	26246530
q81	r5	0.178	897155	9	672832	26246530
q81	r6	0.178	897079	9	672832	26246530
q82	r1	0.602	1777892	9	664016	26246530
q82	r2	0.179	1777548	9	838096	26246530
q82	r3	0.177	1777402	9	838096	26246530
q82	r4	0.178	1777670	9	838096	26246530
q82	r5	0.179	1777721	9	838096	26246530
q82	r6	0.178	1777811	9	838096	26246530
q83	r1	0.374	11943836	10	0	25001472
q83	r2	0.13	11943847	10	1101408	25001472
q83	r3	0.126	11943649	10	1117328	25001472
q83	r4	0.138	11943649	10	1117328	25001472
q83	r5	0.128	11943675	10	1117328	25001472
q83	r6	0.127	11943649	10	1117328	25001472
q84	r1	0.333	91210	10	490464	25001472
q84	r2	0.144	1344904	10	476784	25001472
q84	r3	0.086	91210	10	572320	25001472
q84	r4	0.13	1344905	10	16624	25001472
q84	r5	0.081	91210	10	572320	25001472
q84	r6	0.121	1344904	10	16624	25001472
q85	r1	0.403	11946797	10	722400	25001472
q85	r2	0.132	11946951	10	1199184	25001472
q85	r3	0.134	11946980	10	1199184	25001472
q85	r4	0.131	11946980	10	1199184	25001472
q85	r5	0.123	11946980	10	1199184	25001472
q85	r6	0.124	11946980	10	1199184	25001472
q86	r1	0.691	146713	12	0	69319900
q86	r2	0.205	146626	12	0	69319900
q86	r3	0.21	146638	12	0	69319900
q86	r4	0.196	146631	12	0	69319900
q86	r5	0.207	146624	12	0	69319900
q86	r6	0.194	146631	12	0	69319900
q87	r1	0.68	59749	12	0	69319900
q87	r2	0.2	59753	12	0	69319900
q87	r3	0.193	59749	12	0	69319900
q87	r4	0.192	59757	12	0	69319900
q87	r5	0.206	59757	12	0	69319900
q87	r6	0.195	59757	12	0	69319900
q88	r1	0.641	4313411	6	0	63814228
q88	r2	0.159	706759	4	0	35876572
q88	r3	0.066	706759	4	481776	22789622
q88	r4	0.066	706759	4	481776	22789622
q88	r5	0.066	706759	4	481776	22789622
q88	r6	0.066	706759	4	481776	22789622
q89	r1	0.268	2227338	5	2199488	50727278
q89	r2	0.095	2227338	5	2199488	50727278
q89	r3	0.096	2227338	5	2199488	50727278
q89	r4	0.094	2227338	5	2199488	50727278
q89	r5	0.094	2227338	5	2199488	50727278
