q	run	sec	build_rows	rf_created	prealloc	sel_rows
q102	r6	0.255	4902670	19	4474843	72418771
q103	r1	0.679	2289893	10	0	63949322
q103	r2	0.193	2280815	10	2257712	63949322
q103	r3	0.194	2280815	10	2257712	63949322
q103	r4	0.194	2280829	10	2257712	63949322
q103	r5	0.193	2280813	10	2257712	63949322
q103	r6	0.193	2280814	10	2257712	63949322
q104	r1	0.675	2280471	10	2257376	63949322
q104	r2	0.197	2280468	10	2257376	63949322
q104	r3	0.192	2280473	10	2257376	63949322
q104	r4	0.198	2280469	10	2257376	63949322
q104	r5	0.195	2280467	10	2257376	63949322
q104	r6	0.194	2280481	10	2257376	63949322
q105	r1	0.69	4553192	11	2215184	63949322
q105	r2	0.21	4553189	11	4462048	63949322
q105	r3	0.204	4553186	11	4462048	63949322
q105	r4	0.207	4553184	11	4462048	63949322
q105	r5	0.203	4553183	11	4462048	63949322
q105	r6	0.204	4553185	11	4462048	63949322
q106	r1	0.685	2986122	11	0	66658354
q106	r2	0.195	2388083	11	2398064	66658354
q106	r3	0.194	2388413	11	2398064	66658354
q106	r4	0.199	2389730	11	2398064	66658354
q106	r5	0.195	2387958	11	2398064	66658354
q106	r6	0.195	2388662	11	2398064	66658354
q107	r1	0.682	1739829	9	1739672	66658354
q107	r2	0.191	1739829	9	1739725	66658354
q107	r3	0.188	1739829	9	1739725	66658354
q107	r4	0.19	1739829	9	1739725	66658354
q107	r5	0.188	1739829	9	1739725	66658354
q107	r6	0.188	1739829	9	1739725	66658354
q108	r1	0.696	5415403	11	657520	66658354
q108	r2	0.208	5415403	11	4826768	66658354
q108	r3	0.206	5415403	11	4826768	66658354
q108	r4	0.208	5415403	11	4826768	66658354
q108	r5	0.206	5415403	11	4826768	66658354
q108	r6	0.203	5415403	11	4826768	66658354
q109	r1	0.11	5111710	5	780048	9744739
q109	r2	0.051	5111710	5	5073451	9744739
q109	r3	0.05	5111710	5	5073451	9744739
q109	r4	0.051	5111710	5	5073451	9744739
q109	r5	0.047	5111710	5	5073451	9744739
q109	r6	0.051	5111710	5	5073451	9744739
q110	r1	0.113	5111710	5	5073451	9744739
q110	r2	0.053	5111710	5	5073451	9744739
q110	r3	0.05	5111710	5	5073451	9744739
q110	r4	0.049	5111710	5	5073451	9744739
q110	r5	0.051	5111710	5	5073451	9744739
q110	r6	0.051	5111710	5	5073451	9744739
q111	r1	0.147	703095	15	234992	13535201
q111	r2	0.07	703095	15	696938	13535201
q111	r3	0.071	703095	15	696938	13535201
q111	r4	0.071	703095	15	696938	13535201
q111	r5	0.07	703095	15	696938	13535201
q111	r6	0.07	703095	15	696938	13535201
q112	r1	0.135	700012	15	696320	13535201
q112	r2	0.065	700012	15	696512	13535201
q112	r3	0.066	700012	15	696512	13535201
q112	r4	0.065	700012	15	696512	13535201
q112	r5	0.065	700012	15	696512	13535201
q112	r6	0.065	700012	15	696512	13535201
q113	r1	0.161	714500	15	696320	13535201
q113	r2	0.076	714500	15	697568	13535201
q113	r3	0.075	714500	15	697568	13535201
q113	r4	0.077	714500	15	697568	13535201
q113	r5	0.077	714500	15	697568	13535201
q113	r6	0.077	714500	15	697568	13535201
