q	run	sec	build_rows	rf_created	prealloc	sel_rows
q76	r5	0.006	0	0	0	0
q76	r6	0.006	0	0	0	0
q77	r1	0.007	0	0	0	0
q77	r2	0.006	0	0	0	0
q77	r3	0.006	0	0	0	0
q77	r4	0.006	0	0	0	0
q77	r5	0.006	0	0	0	0
q77	r6	0.006	0	0	0	0
q78	r1	0.007	0	0	0	0
q78	r2	0.006	0	0	0	0
q78	r3	0.006	0	0	0	0
q78	r4	0.006	0	0	0	0
q78	r5	0.006	0	0	0	0
q78	r6	0.006	0	0	0	0
q79	r1	0.614	608238	9	0	26246530
q79	r2	0.176	608238	9	499680	26246530
q79	r3	0.174	608238	9	499680	26246530
q79	r4	0.176	608238	9	499680	26246530
q79	r5	0.172	608238	9	499680	26246530
q79	r6	0.175	608238	9	499680	26246530
q80	r1	0.594	608238	9	499680	26246530
q80	r2	0.168	608238	9	499680	26246530
q80	r3	0.169	608238	9	499680	26246530
q80	r4	0.17	608238	9	499680	26246530
q80	r5	0.169	608238	9	499680	26246530
q80	r6	0.169	608238	9	499680	26246530
q81	r1	0.609	893564	9	30256	26246530
q81	r2	0.174	893564	9	712160	26246530
q81	r3	0.173	893564	9	712160	26246530
q81	r4	0.172	893564	9	712160	26246530
q81	r5	0.176	893564	9	712160	26246530
q81	r6	0.171	893564	9	712160	26246530
q82	r1	0.6	1765790	9	669408	26246530
q82	r2	0.173	1765790	9	848704	26246530
q82	r3	0.174	1765790	9	848704	26246530
q82	r4	0.175	1765790	9	848704	26246530
q82	r5	0.174	1765790	9	848704	26246530
q82	r6	0.173	1765790	9	848704	26246530
q83	r1	0.361	11965374	10	0	25001472
q83	r2	0.127	11943773	10	1213392	25001472
q83	r3	0.121	11943687	10	1213472	25001472
q83	r4	0.134	11943811	10	1213472	25001472
q83	r5	0.119	11943818	10	1213504	25001472
q83	r6	0.12	11943843	10	1213520	25001472
q84	r1	0.325	91210	10	585456	25001472
q84	r2	0.084	91210	10	86924	25001472
q84	r3	0.084	91210	10	86924	25001472
q84	r4	0.084	91210	10	86924	25001472
q84	r5	0.083	91210	10	86924	25001472
q84	r6	0.083	91210	10	86924	25001472
q85	r1	0.354	11961035	10	712464	25001472
q85	r2	0.131	11946949	10	1211872	25001472
q85	r3	0.121	11946926	10	1211984	25001472
q85	r4	0.119	11946980	10	1211984	25001472
q85	r5	0.121	11946980	10	1212016	25001472
q85	r6	0.123	11946980	10	1212016	25001472
q86	r1	0.687	146631	12	84832	69319900
q86	r2	0.205	146611	12	141808	69319900
q86	r3	0.203	146620	12	141808	69319900
q86	r4	0.244	146631	12	141820	69319900
q86	r5	0.203	146700	12	141819	69319900
q86	r6	0.203	146613	12	141825	69319900
q87	r1	0.676	59749	12	50044	69319900
q87	r2	0.199	59749	12	56144	69319900
q87	r3	0.199	59751	12	56144	69319900
q87	r4	0.196	59749	12	56144	69319900
q87	r5	0.2	59757	12	56144	69319900
q87	r6	0.197	59749	12	56144	69319900
q88	r1	0.636	4313411	7	0	63814228
q88	r2	0.167	4313411	7	4306528	63814228
q88	r3	0.167	4313411	7	4306528	63814228
q88	r4	0.171	4313411	7	4306528	63814228
q88	r5	0.17	4313411	7	4306528	63814228
q88	r6	0.168	4313411	7	4306528	63814228
q89	r1	0.631	2261288	6	1741376	63814228
q89	r2	0.161	2261288	6	2243632	63814228
q89	r3	0.16	2261288	6	2243632	63814228
q89	r4	0.159	2261288	6	2243632	63814228
q89	r5	0.159	2261288	6	2243632	63814228
q89	r6	0.159	2261288	6	2243632	63814228
q90	r1	0.65	4532445	7	4276512	63814228
q90	r2	0.192	4532445	7	4444112	63814228
q90	r3	0.189	4532445	7	4444112	63814228
q90	r4	0.188	4532445	7	4444112	63814228
q90	r5	0.185	4532445	7	4444112	63814228
q90	r6	0.182	4532445	7	4444112	63814228
q91	r1	0.358	4488877	11	0	52253835
q91	r2	0.141	4488877	11	4488416	52253835
q91	r3	0.14	4488877	11	4488416	52253835
q91	r4	0.14	4488877	11	4488416	52253835
q91	r5	0.141	4488877	11	4488416	52253835
q91	r6	0.141	4488877	11	4488416	52253835
q92	r1	0.314	4366004	11	4347632	52253835
q92	r2	0.126	4366004	11	4365936	52253835
q92	r3	0.121	4366004	11	4365936	52253835
q92	r4	0.125	4366004	11	4365936	52253835
q92	r5	0.121	4366004	11	4365936	52253835
q92	r6	0.121	4366004	11	4365936	52253835
q93	r1	0.351	5172384	11	4686032	52253835
q93	r2	0.151	5172384	11	4865152	52253835
q93	r3	0.152	5172384	11	4865152	52253835
q93	r4	0.147	5172384	11	4865152	52253835
q93	r5	0.15	5172384	11	4865152	52253835
q93	r6	0.153	5172384	11	4865152	52253835
q94	r1	0.006	0	0	0	0
q94	r2	0.006	0	0	0	0
