q	run	sec	build_rows	rf_created	prealloc	sel_rows
q109	r1	0.113	5111710	5	0	9744739
q109	r2	0.052	5111710	5	0	9744739
q109	r3	0.052	5111710	5	0	9744739
q109	r4	0.051	5111710	5	0	9744739
q109	r5	0.052	5111710	5	0	9744739
q109	r6	0.05	5111710	5	0	9744739
q110	r1	0.118	5111710	5	0	9744739
q110	r2	0.052	5111710	5	0	9744739
q110	r3	0.057	5111710	5	0	9744739
q110	r4	0.054	5111710	5	0	9744739
q110	r5	0.054	5111710	5	0	9744739
q110	r6	0.05	5111710	5	0	9744739
q111	r1	0.156	703095	15	0	13535201
q111	r2	0.078	703095	15	0	13535201
q111	r3	0.081	703095	15	0	13535201
q111	r4	0.078	703095	15	0	13535201
q111	r5	0.078	703095	15	0	13535201
q111	r6	0.077	703095	15	0	13535201
q112	r1	0.143	700012	15	0	13535201
q112	r2	0.072	700012	15	0	13535201
q112	r3	0.072	700012	15	0	13535201
q112	r4	0.072	700012	15	0	13535201
q112	r5	0.076	700012	15	0	13535201
q112	r6	0.072	700012	15	0	13535201
q113	r1	0.167	714500	15	0	13535201
q113	r2	0.084	714500	15	0	13535201
q113	r3	0.084	714500	15	0	13535201
q113	r4	0.084	714500	15	0	13535201
q113	r5	0.084	714500	15	0	13535201
q113	r6	0.085	714500	15	0	13535201
