q	run	sec	build_rows	rf_created	prealloc	sel_rows
q78	r3	0.006	0	0	0	0
q78	r4	0.006	0	0	0	0
q78	r5	0.006	0	0	0	0
q78	r6	0.006	0	0	0	0
q79	r1	0.608	608238	9	0	26246530
q79	r2	0.175	608238	9	0	26246530
q79	r3	0.177	608238	9	0	26246530
q79	r4	0.18	608238	9	0	26246530
q79	r5	0.171	608238	9	0	26246530
q79	r6	0.173	608238	9	0	26246530
q80	r1	0.6	608238	9	0	26246530
q80	r2	0.173	608238	9	0	26246530
q80	r3	0.171	608238	9	0	26246530
q80	r4	0.169	608238	9	0	26246530
q80	r5	0.17	608238	9	0	26246530
q80	r6	0.17	608238	9	0	26246530
q81	r1	0.609	893564	9	0	26246530
q81	r2	0.174	893564	9	0	26246530
q81	r3	0.171	893564	9	0	26246530
q81	r4	0.174	893564	9	0	26246530
q81	r5	0.177	893564	9	0	26246530
q81	r6	0.173	893564	9	0	26246530
q82	r1	0.602	1765790	9	0	26246530
q82	r2	0.173	1765790	9	0	26246530
q82	r3	0.175	1765790	9	0	26246530
q82	r4	0.177	1765790	9	0	26246530
q82	r5	0.174	1765790	9	0	26246530
q82	r6	0.173	1765790	9	0	26246530
q83	r1	0.363	11966828	10	0	25001472
q83	r2	0.13	11943775	10	0	25001472
q83	r3	0.125	11943845	10	0	25001472
q83	r4	0.135	11943826	10	0	25001472
q83	r5	0.122	11943802	10	0	25001472
q83	r6	0.123	11943859	10	0	25001472
q84	r1	0.324	91210	10	0	25001472
q84	r2	0.084	91210	10	0	25001472
q84	r3	0.085	91210	10	0	25001472
q84	r4	0.084	91210	10	0	25001472
q84	r5	0.083	91210	10	0	25001472
q84	r6	0.084	91210	10	0	25001472
q85	r1	0.357	11952130	10	0	25001472
q85	r2	0.13	11946930	10	0	25001472
q85	r3	0.122	11946925	10	0	25001472
q85	r4	0.122	11946980	10	0	25001472
q85	r5	0.123	11946952	10	0	25001472
q85	r6	0.121	11946930	10	0	25001472
q86	r1	0.687	146621	12	0	69319900
q86	r2	0.207	146618	12	0	69319900
q86	r3	0.208	146691	12	0	69319900
