104	0.677	0.187	0.192	0.188	0.189	0.189
105	0.688	0.111	0.112	0.112	0.111	0.110
106	0.679	0.220	0.105	0.107	0.105	0.105
107	0.684	0.181	0.183	0.184	0.181	0.180
108	0.697	0.122	0.121	0.121	0.120	0.120
109	0.251	0.040	0.035	0.037	0.035	0.035
110	0.102	0.038	0.038	0.039	0.039	0.044
111	0.150	0.189	0.065	0.173	0.062	0.172
112	0.140	0.142	0.056	0.140	0.056	0.142
113	0.159	0.233	0.102	0.219	0.095	0.206
