42	0.529	0.136	0.138	0.139	0.136	0.137
43	0.139	0.055	0.055	0.079	0.055	0.055
44	0.542	0.152	0.154	0.155	0.152	0.156
45	0.301	0.180	0.203	0.157	0.282	0.103
46	0.203	0.134	0.125	0.126	0.123	0.124
47	0.209	0.124	0.119	0.125	0.127	0.123
48	0.212	0.134	0.138	0.128	0.126	0.133
49	0.535	0.138	0.127	0.130	0.127	0.130
50	0.523	0.135	0.128	0.125	0.131	0.125
51	0.539	0.133	0.132	0.133	0.134	0.131
52	0.335	0.099	0.097	0.095	0.095	0.096
53	0.326	0.089	0.091	0.091	0.092	0.087
54	0.299	0.081	0.081	0.105	0.080	0.082
55	0.171	0.059	0.059	0.059	0.059	0.059
56	0.438	0.273	0.274	0.271	0.273	0.269
57	0.462	0.304	0.291	0.295	0.294	0.288
58	0.458	0.298	0.294	0.295	0.295	0.295
59	0.440	0.284	0.280	0.277	0.276	0.291
60	0.242	0.090	0.090	0.089	0.089	0.090
61	0.207	0.084	0.082	0.082	0.079	0.088
62	0.156	0.064	0.062	0.062	0.062	0.062
63	0.217	0.070	0.070	0.068	0.067	0.070
64	0.657	0.516	0.507	0.510	0.506	0.503
65	0.255	0.097	0.096	0.098	0.097	0.102
66	0.196	0.073	0.072	0.072	0.073	0.073
67	0.006	0.006	0.006	0.007	0.006	0.006
68	0.585	0.164	0.157	0.162	0.158	0.159
69	0.653	0.200	0.198	0.200	0.198	0.203
70	0.621	0.180	0.204	0.212	0.181	0.183
71	0.646	0.214	0.202	0.200	0.201	0.203
72	0.345	0.173	0.185	0.176	0.170	0.179
73	0.218	0.082	0.079	0.078	0.086	0.079
74	0.216	0.082	0.071	0.076	0.075	0.071
75	0.347	0.140	0.135	0.151	0.138	0.144
76	0.006	0.006	0.006	0.006	0.006	0.006
77	0.006	0.006	0.006	0.006	0.006	0.006
78	0.006	0.006	0.006	0.006	0.006	0.006
79	0.610	0.173	0.170	0.173	0.169	0.171
80	0.590	0.165	0.166	0.167	0.166	0.165
81	0.606	0.171	0.169	0.169	0.173	0.167
82	0.596	0.170	0.171	0.171	0.171	0.170
83	0.357	0.124	0.117	0.130	0.116	0.116
84	0.322	0.081	0.081	0.081	0.080	0.080
85	0.350	0.128	0.117	0.115	0.117	0.119
86	0.683	0.200	0.199	0.240	0.199	0.198
87	0.672	0.195	0.195	0.192	0.196	0.193
88	0.632	0.164	0.163	0.168	0.166	0.165
89	0.628	0.158	0.157	0.156	0.156	0.156
90	0.646	0.188	0.185	0.185	0.182	0.179
91	0.354	0.137	0.135	0.136	0.137	0.137
